Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
rick-61.csv.txt,1,125,18.31,86.87,1.10,55.96,4.31,15.20,86.40,56.00,24.00,17.60,4.00,4.80,3.20,5.60,0.00,6.40,8.00,8.00,13.60,5.60,1.60,4.80,19.20,3.20,0.00,2.40,1.60,0.00,9.60,5.60,4.00,0.80,3.20,0.80,16.80,0.80,0.00,0.00,7.20,12.80,2.40,1.60,0.00,3.20,3.20,3.20,1.60,0.00,0.00,0.80,1.60,1.60,0.00,0.00,0.00,15.20,4.80,0.80,5.60,2.40,2.40,3.20,13.60,0.80,3.20,0.00,3.20,0.00,0.00,0.00,0.00,0.00,4.80,1.60,8.80,1.60,0.00,1.60,4.80,0.00,42.40,9.60,4.80,0.00,0.00,4.00,13.60,0.80,0.00,9.60,0.00,0.00
rick-71.csv.txt,1,107,64.13,79.98,75.99,25.77,3.96,7.48,83.18,50.47,23.36,13.08,5.61,3.74,2.80,0.93,0.00,10.28,7.48,14.02,10.28,2.80,0.00,0.93,27.10,0.93,0.00,2.80,0.00,0.00,3.74,1.87,1.87,0.00,1.87,0.00,12.15,0.00,0.00,0.00,1.87,0.93,0.00,0.00,0.00,0.00,0.00,0.93,4.67,1.87,0.93,0.93,0.93,0.00,0.00,0.00,0.93,13.08,3.74,0.93,2.80,5.61,0.00,1.87,21.50,0.93,19.63,5.61,12.15,2.80,0.93,0.93,0.93,0.00,2.80,0.00,8.41,2.80,0.00,0.00,3.74,0.00,50.47,8.41,12.15,0.00,0.00,2.80,16.82,0.00,0.00,10.28,0.00,0.00
rick-110.csv.txt,1,179,35.22,45.55,85.60,57.46,4.47,11.17,86.59,44.69,21.79,13.97,10.06,0.56,3.35,0.00,0.00,7.82,4.47,9.50,10.61,5.03,1.12,1.68,18.99,3.91,0.00,3.91,1.68,1.12,7.26,4.47,2.79,0.00,1.12,0.56,10.06,1.12,0.56,0.56,2.79,13.41,5.59,1.68,0.00,2.23,0.56,3.35,2.23,0.56,1.12,0.56,0.00,0.00,0.00,0.00,0.00,7.26,2.23,1.12,1.68,1.12,1.12,1.68,15.08,0.56,8.38,0.56,6.15,1.68,0.56,0.00,1.12,0.00,0.00,1.12,13.41,0.00,1.12,3.35,7.82,1.12,48.60,12.29,12.85,0.00,0.00,2.79,8.38,2.23,0.00,10.06,0.00,0.00
rick-100.csv.txt,1,180,35.61,69.14,39.76,25.77,5.62,12.22,83.33,54.44,21.67,14.44,6.11,0.00,5.00,3.33,0.00,7.22,6.11,12.22,13.89,5.56,1.11,2.22,22.78,2.78,1.11,3.89,0.00,2.22,4.44,2.22,2.22,0.00,0.56,1.11,12.22,0.00,0.56,0.00,5.00,8.89,3.89,0.56,1.11,0.56,0.00,2.78,1.67,0.00,0.56,1.11,4.44,2.22,2.22,0.00,0.00,3.89,0.56,0.00,1.11,2.22,0.00,2.78,17.78,1.11,11.11,1.11,7.78,2.22,0.56,0.00,0.00,0.00,2.78,0.00,4.44,1.11,0.00,0.56,2.22,0.00,32.78,10.56,7.22,0.00,0.00,3.33,4.44,0.00,0.00,7.22,0.00,0.00
rick-172.csv.txt,1,145,3.21,89.26,6.11,85.87,4.83,11.72,84.14,62.07,31.72,17.93,6.21,3.45,2.07,6.21,0.00,13.79,6.21,6.21,17.24,4.14,4.14,2.07,24.83,0.69,0.00,4.83,0.00,0.00,7.59,5.52,2.07,1.38,0.69,0.00,15.86,0.00,0.69,0.00,6.90,6.21,3.45,1.38,1.38,0.00,0.00,0.00,0.69,0.00,0.00,0.00,2.07,0.00,0.69,0.00,0.00,11.03,5.52,0.00,2.76,2.76,0.00,3.45,15.17,1.38,9.66,2.07,5.52,3.45,0.00,0.00,0.00,0.00,1.38,0.69,5.52,0.69,0.00,2.07,2.76,0.00,44.83,10.34,6.21,0.00,0.00,5.52,10.34,1.38,2.76,8.28,0.00,0.00
rick-162.csv.txt,1,120,25.89,77.33,59.88,14.30,3.87,18.33,73.33,42.50,20.00,11.67,5.00,1.67,5.00,0.00,0.00,8.33,3.33,7.50,15.83,3.33,0.00,1.67,27.50,1.67,0.83,5.83,0.00,0.00,0.83,0.00,0.83,0.00,0.83,0.00,8.33,0.00,0.00,0.00,0.00,5.83,3.33,0.00,0.00,1.67,0.83,0.00,0.83,0.00,0.83,0.00,1.67,0.00,1.67,0.00,0.00,8.33,1.67,0.83,5.00,0.00,0.83,3.33,21.67,0.00,14.17,1.67,4.17,8.33,0.83,2.50,0.00,0.00,3.33,0.83,5.00,0.83,0.00,0.83,2.50,0.00,64.17,19.17,10.83,0.00,0.00,6.67,17.50,1.67,0.00,8.33,0.00,0.00
rick-13.csv.txt,1,122,33.16,92.99,1.20,3.01,4.36,18.03,85.25,53.28,16.39,9.84,0.00,3.28,3.28,3.28,0.00,6.56,8.20,7.38,16.39,3.28,4.10,2.46,22.95,4.10,0.82,4.92,0.00,1.64,9.02,3.28,5.74,0.00,3.28,0.82,16.39,0.82,0.00,0.00,4.92,6.56,0.82,1.64,1.64,1.64,0.00,3.28,4.92,1.64,2.46,0.00,4.10,3.28,0.00,0.00,0.82,9.84,4.10,1.64,4.10,1.64,0.00,5.74,14.75,0.82,8.20,0.82,3.28,4.10,0.82,2.46,0.00,0.00,1.64,0.82,9.02,2.46,0.00,2.46,2.46,1.64,41.80,3.28,4.92,0.00,0.00,5.74,17.21,0.82,2.46,7.38,0.00,0.00
rick-196.csv.txt,1,99,9.40,86.68,12.65,1.59,3.81,8.08,84.85,55.56,28.28,18.18,9.09,0.00,5.05,2.02,2.02,10.10,3.03,8.08,16.16,5.05,1.01,0.00,24.24,1.01,1.01,6.06,0.00,0.00,5.05,1.01,4.04,0.00,4.04,0.00,15.15,0.00,0.00,0.00,4.04,13.13,4.04,2.02,3.03,4.04,0.00,0.00,2.02,0.00,1.01,1.01,2.02,2.02,0.00,0.00,0.00,6.06,1.01,3.03,3.03,1.01,0.00,2.02,15.15,0.00,6.06,1.01,4.04,1.01,0.00,0.00,0.00,0.00,1.01,2.02,7.07,0.00,0.00,3.03,3.03,1.01,41.41,19.19,7.07,0.00,0.00,6.06,1.01,0.00,3.03,5.05,0.00,0.00
rick-186.csv.txt,1,164,4.64,42.73,67.84,60.45,6.56,18.29,89.02,60.37,21.95,16.46,10.98,0.00,4.27,1.22,0.00,5.49,3.05,9.76,17.68,7.93,6.71,3.05,24.39,1.22,0.61,3.05,2.44,2.44,3.05,2.44,0.61,0.61,0.00,0.00,10.37,3.66,1.22,0.00,5.49,17.68,4.88,6.71,2.44,2.44,0.61,2.44,0.00,0.00,0.00,0.00,1.83,0.61,0.61,0.00,0.61,5.49,0.61,1.22,1.83,1.22,0.61,2.44,16.46,0.61,9.15,1.22,5.49,2.44,0.00,0.61,0.61,0.61,0.00,0.00,2.44,0.00,0.61,0.00,2.44,0.00,37.20,12.80,4.88,0.00,0.00,3.66,3.05,4.88,0.00,7.93,0.00,0.00
rick-85.csv.txt,1,141,33.41,73.84,61.13,25.77,5.04,10.64,87.23,53.90,19.86,9.22,2.84,0.71,4.96,0.71,0.00,10.64,6.38,9.93,12.77,4.26,4.26,2.13,19.15,4.26,0.71,4.96,0.71,0.71,5.67,2.84,2.84,0.00,2.84,0.00,11.35,0.00,0.00,0.71,0.71,7.80,0.71,1.42,0.71,0.00,1.42,3.55,0.71,0.71,0.00,0.00,1.42,0.71,0.00,0.71,0.00,7.09,1.42,0.00,4.26,1.42,0.00,0.71,21.28,0.71,17.02,4.26,9.93,2.84,0.71,2.13,0.00,0.00,3.55,0.00,5.67,2.13,0.71,0.00,0.71,0.71,42.55,11.35,7.80,0.00,0.00,4.96,8.51,0.71,0.00,9.22,0.00,0.00
rick-95.csv.txt,1,103,21.41,53.88,22.69,62.59,3.55,5.83,84.47,48.54,24.27,13.59,4.85,0.00,2.91,5.83,0.00,10.68,3.88,7.77,13.59,1.94,1.94,1.94,18.45,2.91,1.94,2.91,0.00,0.97,3.88,2.91,0.97,0.00,0.97,0.00,10.68,0.00,0.97,0.00,5.83,6.80,0.00,0.00,0.00,2.91,0.00,4.85,0.97,0.00,0.00,0.00,2.91,0.97,0.00,0.00,1.94,9.71,0.97,1.94,0.97,1.94,4.85,0.00,20.39,0.00,12.62,4.85,7.77,0.97,0.97,0.00,0.00,0.00,10.68,0.00,4.85,0.97,1.94,0.97,3.88,0.00,50.49,14.56,10.68,0.00,0.00,5.83,7.77,3.88,0.00,7.77,0.00,0.00
rick-78.csv.txt,1,118,16.21,77.72,45.61,57.83,4.37,7.63,88.14,50.85,20.34,12.71,5.08,1.69,5.08,0.85,0.00,7.63,4.24,8.47,12.71,6.78,3.39,4.24,24.58,1.69,0.85,2.54,4.24,0.00,1.69,1.69,0.00,0.00,0.00,0.00,14.41,0.00,1.69,0.00,1.69,10.17,2.54,0.85,0.85,4.24,0.00,4.24,5.08,0.85,3.39,0.85,4.24,2.54,0.85,0.00,0.85,8.47,4.24,0.85,2.54,0.85,0.85,0.85,21.19,0.85,10.17,3.39,5.08,2.54,0.85,1.69,0.00,0.00,0.85,0.00,8.47,0.00,0.00,1.69,4.24,1.69,46.61,14.41,11.86,0.00,0.00,0.85,7.63,3.39,0.00,8.47,0.00,0.00
rick-68.csv.txt,1,129,25.35,84.33,4.56,81.61,4.45,9.30,84.50,50.39,24.81,18.60,5.43,2.33,3.88,4.65,2.33,6.20,5.43,10.08,15.50,2.33,0.00,3.10,20.93,2.33,0.78,1.55,1.55,4.65,10.85,6.98,3.88,0.00,0.78,0.78,17.05,0.78,0.78,0.78,3.88,6.98,0.00,0.78,0.00,1.55,1.55,3.10,0.00,0.00,0.00,0.00,2.33,2.33,0.00,0.00,0.00,13.18,3.88,1.55,3.10,3.10,2.33,4.65,14.73,0.78,6.98,0.78,6.20,0.00,0.00,2.33,1.55,0.78,0.78,0.00,11.63,1.55,0.00,3.10,4.65,1.55,53.49,17.05,13.95,0.00,0.00,0.00,8.53,0.00,0.00,13.95,0.00,0.00
rick-109.csv.txt,1,214,2.46,91.22,78.34,88.85,4.98,6.54,88.79,55.14,31.31,21.50,9.35,0.93,10.75,0.47,0.00,9.81,2.80,7.01,16.36,4.21,5.14,1.40,26.17,5.61,2.34,1.40,1.40,0.47,8.41,6.07,2.34,0.93,1.40,0.00,16.36,0.00,0.47,0.00,2.34,13.08,5.14,1.87,0.93,1.40,1.87,3.27,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.47,0.00,7.48,1.87,1.40,2.80,1.87,0.93,0.47,20.09,4.67,9.35,1.87,3.74,3.74,0.00,0.00,0.00,0.00,0.47,1.87,7.94,0.47,0.47,1.40,5.61,0.00,47.66,12.62,12.15,0.00,0.00,0.93,6.54,2.34,0.00,13.08,0.00,0.00
rick-119.csv.txt,1,145,17.94,93.52,69.96,4.63,5.18,7.59,87.59,51.72,24.83,18.62,6.21,1.38,9.66,1.38,0.00,6.21,4.83,8.28,15.17,3.45,1.38,2.07,23.45,5.52,2.07,6.21,0.69,2.76,4.83,1.38,3.45,0.00,3.45,0.00,17.24,0.00,0.69,0.00,1.38,7.59,3.45,0.69,0.00,0.69,0.69,2.07,2.76,0.69,1.38,0.00,2.76,0.00,2.07,0.69,0.00,7.59,2.07,1.38,3.45,0.69,0.69,2.07,20.69,0.69,13.79,2.07,8.97,2.76,0.69,0.00,0.00,0.00,1.38,2.76,11.03,2.76,0.69,2.07,3.45,1.38,42.76,4.83,13.10,0.00,0.00,6.21,8.97,0.69,0.00,8.97,0.00,0.00
rick-25.csv.txt,1,182,26.67,81.03,15.20,67.32,7.00,12.09,84.62,58.24,22.53,16.48,6.04,1.65,4.95,3.85,0.00,6.04,7.14,10.44,13.19,6.04,2.75,2.75,22.53,3.85,1.10,3.85,1.10,1.65,6.59,4.40,2.20,0.55,1.10,0.00,13.74,2.75,0.00,0.00,6.04,14.29,3.30,2.75,2.20,1.65,1.65,2.75,1.65,1.10,0.00,0.55,0.55,0.00,0.55,0.00,0.00,6.59,2.20,1.65,2.20,0.55,0.00,2.20,17.03,1.10,8.79,2.20,3.30,3.85,1.65,0.00,0.00,0.00,0.00,0.55,1.10,0.00,0.00,1.10,0.00,0.00,30.22,6.59,7.69,0.00,0.00,2.75,4.95,1.10,1.10,6.04,0.00,0.00
rick-35.csv.txt,1,124,54.54,90.14,65.48,1.00,4.96,4.84,88.71,50.00,20.16,8.87,0.81,3.23,3.23,0.81,0.81,11.29,10.48,7.26,10.48,2.42,0.81,3.23,24.19,1.61,0.81,6.45,3.23,0.81,5.65,0.81,4.84,0.00,4.03,0.00,16.94,0.00,1.61,0.00,5.65,5.65,0.00,0.00,0.81,0.81,0.00,4.03,0.81,0.00,0.81,0.00,0.81,0.81,0.00,0.00,0.00,6.45,3.23,0.81,1.61,0.00,0.81,4.84,16.94,0.00,20.16,0.81,6.45,13.71,0.81,0.81,0.81,0.00,1.61,1.61,7.26,2.42,0.00,1.61,2.42,0.81,47.58,4.03,15.32,0.00,0.00,4.84,14.52,2.42,0.00,6.45,0.00,0.00
rick-154.csv.txt,1,214,64.13,62.82,37.93,42.74,6.90,5.61,89.25,51.40,14.49,7.01,2.34,0.93,2.80,0.93,0.00,7.48,10.75,10.75,12.62,6.07,3.74,0.47,15.42,3.74,2.80,3.27,8.88,4.21,3.74,2.34,1.40,0.00,1.40,0.00,6.07,0.00,0.93,0.00,1.87,5.61,1.40,0.47,0.00,2.34,1.40,1.87,0.00,0.00,0.00,0.00,0.93,0.93,0.00,0.47,0.00,10.75,0.93,0.93,1.87,0.93,6.07,3.74,10.75,1.40,14.49,0.47,6.54,7.48,0.47,0.93,0.00,0.00,2.34,0.93,7.01,1.87,0.93,0.47,3.27,0.93,29.91,9.35,8.41,0.00,0.00,1.87,3.27,1.87,0.00,5.14,0.00,0.00
rick-144.csv.txt,1,126,22.03,56.31,63.15,99.00,4.50,15.87,84.13,47.62,25.40,11.90,5.56,3.17,3.17,0.00,0.00,13.49,3.97,7.14,9.52,3.17,1.59,3.17,23.02,4.76,0.79,3.17,0.00,0.79,11.11,8.73,2.38,0.00,2.38,0.00,8.73,0.00,0.00,0.00,0.00,6.35,2.38,0.00,0.79,0.00,0.79,2.38,2.38,0.79,0.00,0.79,1.59,0.00,0.00,0.79,0.79,11.90,3.97,1.59,3.97,2.38,0.00,2.38,18.25,0.00,13.49,4.76,7.14,1.59,1.59,0.79,0.79,0.00,2.38,0.00,8.73,2.38,0.00,1.59,3.97,0.00,45.24,11.90,9.52,0.00,0.00,3.17,11.11,0.00,0.00,9.52,0.00,0.00
rick-136.csv.txt,1,195,23.03,74.76,69.75,18.23,5.42,10.26,87.69,50.77,25.13,16.92,6.15,1.54,6.67,2.56,0.00,8.21,4.62,10.26,11.79,3.59,2.05,3.59,22.05,5.13,1.03,2.05,1.03,1.03,8.72,4.10,4.62,0.00,0.51,0.00,14.36,0.00,0.00,0.51,3.08,10.26,3.59,0.00,0.51,1.54,1.03,4.62,3.59,1.03,1.03,1.54,2.05,1.03,0.00,0.51,0.00,8.72,2.56,0.51,3.08,0.51,2.05,2.56,17.95,0.00,12.82,1.54,7.69,3.59,1.54,0.51,0.51,0.00,1.54,0.00,9.23,1.54,1.03,0.51,5.13,1.03,38.46,7.18,9.23,0.00,0.00,2.05,9.74,0.51,0.00,9.74,0.00,0.00
rick-126.csv.txt,1,146,62.64,90.33,38.05,16.04,5.41,8.22,90.41,50.00,18.49,10.96,2.74,2.74,4.79,0.68,0.00,7.53,7.53,11.64,10.96,4.11,0.68,1.37,23.97,6.85,0.68,6.85,2.74,1.37,2.05,0.68,1.37,0.00,0.68,0.00,10.27,0.00,0.00,0.00,0.68,8.90,3.42,2.05,0.68,2.05,0.68,0.00,2.74,2.05,0.68,0.00,0.68,0.68,0.00,0.00,0.00,6.85,2.74,0.68,1.37,1.37,0.68,2.05,19.18,0.00,14.38,4.11,8.22,2.05,0.00,0.68,0.00,0.00,0.68,0.00,8.90,0.68,0.00,1.37,4.79,1.37,34.25,6.85,6.85,0.00,0.00,5.48,7.53,1.37,0.00,6.16,0.00,0.00
rick-47.csv.txt,1,126,23.74,88.30,58.07,25.77,4.67,9.52,76.98,51.59,23.02,12.70,4.76,0.00,7.94,0.00,0.00,10.32,5.56,8.73,15.08,3.97,2.38,0.79,25.40,0.79,0.00,4.76,3.97,0.00,3.17,1.59,1.59,0.00,1.59,0.00,14.29,0.00,0.00,0.79,1.59,6.35,1.59,0.79,0.79,2.38,0.00,3.17,0.00,0.00,0.00,0.00,1.59,0.00,0.79,0.79,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.79,19.05,3.17,13.49,4.76,8.73,0.00,0.00,0.00,0.00,0.00,0.79,0.00,3.17,1.59,0.00,0.00,1.59,0.00,39.68,7.94,9.52,0.00,0.00,6.35,7.14,1.59,0.00,7.14,0.00,0.00
rick-57.csv.txt,1,334,17.87,83.10,98.31,75.73,8.35,14.07,89.82,55.39,23.65,17.07,6.89,5.39,3.29,0.00,1.50,6.59,3.59,10.48,10.18,7.19,5.09,1.80,20.96,4.49,2.69,2.99,1.20,2.10,3.29,2.99,0.30,0.00,0.00,0.00,13.47,0.00,0.00,0.00,0.30,16.47,6.29,2.69,1.50,2.40,2.10,3.59,1.50,1.20,0.30,0.00,1.50,0.60,0.00,0.00,0.00,9.88,6.29,0.60,0.90,1.80,0.30,0.00,21.56,2.69,18.56,4.19,6.59,7.78,0.30,0.00,0.00,0.00,0.00,0.00,2.99,0.30,0.30,1.50,0.90,0.00,27.84,9.88,8.68,0.00,0.00,1.20,1.80,0.30,0.30,5.69,0.00,0.00
rick-2.csv.txt,1,179,46.01,95.29,36.91,35.53,6.63,8.38,89.39,54.75,23.46,14.53,4.47,0.00,9.50,0.56,0.00,8.94,9.50,10.06,11.73,4.47,1.12,1.12,21.79,3.35,1.68,2.23,2.23,1.12,5.03,2.79,2.23,0.00,1.12,0.56,15.64,2.23,0.00,0.56,1.68,10.61,2.23,2.79,1.12,2.79,0.56,1.68,2.79,0.00,2.79,0.00,0.56,0.00,0.56,0.00,0.00,5.59,0.56,1.12,3.35,0.00,0.56,1.68,16.20,1.12,12.29,2.23,8.38,1.68,1.12,0.56,0.56,0.00,2.79,0.00,7.82,1.12,0.00,2.23,3.91,0.56,32.96,10.06,7.26,0.00,0.00,2.79,3.91,1.12,0.00,7.82,0.00,0.00
rick-118.csv.txt,1,211,15.65,97.09,36.68,43.00,6.21,10.43,93.36,56.87,29.38,18.96,5.21,4.74,8.53,0.47,0.00,10.43,1.90,13.27,13.27,3.32,1.90,2.37,33.18,1.90,0.47,3.79,0.00,0.95,8.53,4.74,3.79,0.00,2.37,0.95,17.06,0.00,0.00,0.00,0.47,10.43,1.90,0.47,1.90,3.32,1.42,2.37,1.42,0.47,0.47,0.47,3.32,0.95,2.37,0.00,1.90,11.85,5.21,0.95,0.47,5.21,0.47,3.79,22.27,3.79,11.85,4.74,5.21,1.90,1.42,0.00,0.00,0.00,0.00,0.47,10.43,1.42,3.32,4.27,1.42,0.00,38.39,11.85,9.95,0.00,0.00,3.79,2.84,0.47,0.00,9.48,0.00,0.00
rick-108.csv.txt,1,170,21.99,85.52,58.90,36.08,4.86,11.18,92.35,52.94,25.88,17.65,8.82,0.59,7.65,0.59,0.00,8.24,5.29,10.00,14.12,1.76,2.35,2.94,23.53,6.47,2.94,1.76,0.59,0.00,6.47,3.53,2.94,0.00,1.76,0.59,18.24,4.12,1.18,1.76,3.53,8.24,2.35,1.18,1.76,0.59,0.59,2.35,1.18,0.59,0.00,0.59,4.71,2.35,1.18,1.18,0.59,6.47,1.76,0.00,4.71,0.00,0.00,5.29,14.12,2.94,11.18,4.12,4.71,2.35,0.59,1.76,0.00,0.00,2.35,0.59,10.00,1.76,0.00,1.76,3.53,0.59,37.06,12.35,5.88,0.00,0.00,2.94,5.29,0.59,1.76,8.24,0.00,0.00
rick-69.csv.txt,1,184,31.45,80.77,61.97,66.89,5.75,9.78,88.59,58.15,25.00,10.33,3.80,1.09,4.89,0.54,0.00,14.67,5.98,13.59,12.50,4.89,2.72,2.17,27.17,1.63,1.09,6.52,0.54,3.26,4.35,3.26,1.09,0.54,0.00,0.00,11.96,0.54,1.09,0.00,1.63,12.50,2.72,1.09,2.17,1.09,2.17,3.26,0.54,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.52,2.72,0.54,1.63,1.63,0.54,1.09,21.20,4.35,15.76,5.43,8.15,2.17,0.00,0.54,0.00,0.00,0.00,0.00,5.98,0.00,2.72,2.17,0.00,0.54,35.33,13.04,6.52,0.00,0.00,3.80,2.17,1.09,0.00,8.70,0.00,0.00
rick-79.csv.txt,1,125,23.21,99.00,24.19,1.00,4.63,8.80,82.40,48.00,24.80,16.00,2.40,4.80,8.00,0.00,0.80,8.80,4.00,7.20,11.20,3.20,1.60,1.60,21.60,2.40,0.00,6.40,0.00,2.40,8.80,2.40,6.40,0.00,4.80,0.80,21.60,0.00,0.80,0.00,1.60,3.20,0.00,0.00,0.00,1.60,0.00,1.60,0.80,0.00,0.80,0.00,1.60,1.60,0.00,0.00,0.00,8.80,4.80,0.00,0.80,0.80,2.40,0.80,17.60,0.00,12.80,0.80,6.40,5.60,0.00,0.80,0.00,0.00,4.00,0.00,10.40,4.80,0.80,1.60,2.40,1.60,46.40,8.00,11.20,0.00,0.00,5.60,9.60,3.20,0.00,8.80,0.00,0.00
rick-145.csv.txt,1,178,12.47,69.34,44.87,35.59,6.14,7.30,87.64,57.30,27.53,14.61,6.18,2.25,5.06,1.12,0.00,12.92,5.06,9.55,12.92,3.93,5.62,1.69,20.79,5.62,3.37,5.06,1.12,0.56,5.06,2.81,2.25,0.00,2.25,0.00,11.80,0.56,0.56,0.00,2.25,10.67,3.37,0.00,1.69,2.81,0.56,4.49,1.12,0.00,0.00,0.56,1.69,0.56,0.56,0.56,0.00,9.55,2.25,1.69,3.93,2.25,0.00,5.62,16.29,0.00,8.99,1.69,5.62,2.81,3.37,0.56,0.00,0.00,1.69,0.00,5.62,1.69,1.69,1.12,1.69,0.56,35.39,6.18,10.11,0.00,0.00,3.93,6.18,2.25,0.00,6.74,0.00,0.00
rick-155.csv.txt,1,203,14.18,82.54,14.98,98.02,5.97,5.42,85.71,54.19,22.66,14.29,3.45,0.99,5.91,3.94,0.00,8.37,5.91,7.88,13.30,5.42,3.45,4.93,23.15,4.93,1.48,3.94,0.49,0.99,10.34,7.88,2.46,0.49,1.97,0.00,16.26,1.48,0.49,0.00,5.42,10.34,2.46,1.48,2.96,1.97,0.00,4.93,0.00,0.00,0.00,0.00,0.99,0.49,0.00,0.49,0.00,7.39,2.46,0.99,2.46,1.48,0.99,0.99,19.70,2.46,10.84,3.94,4.93,2.46,0.00,0.99,0.99,0.00,0.49,0.99,8.87,0.49,1.97,1.97,2.96,0.49,36.45,6.40,10.84,0.00,0.00,2.96,7.88,0.49,0.00,7.88,0.00,0.00
rick-34.csv.txt,1,166,4.60,84.72,73.12,99.00,6.92,10.24,90.96,56.02,29.52,21.69,10.24,0.00,10.24,1.20,0.00,7.83,2.41,9.04,13.25,4.82,4.82,3.61,22.29,4.22,1.20,6.02,0.60,1.20,9.64,7.83,1.81,0.00,1.20,0.00,17.47,0.60,0.00,1.81,1.81,11.45,3.61,3.61,0.60,0.00,0.60,3.01,3.01,0.00,3.01,0.00,0.60,0.60,0.00,0.00,0.00,5.42,0.60,0.60,3.01,1.20,0.60,2.41,15.06,2.41,9.64,1.81,4.22,3.61,1.20,0.00,0.00,0.60,0.60,0.00,6.63,0.60,2.41,1.20,2.41,1.20,34.34,7.83,6.63,0.00,0.00,3.01,5.42,1.20,0.60,9.64,0.00,0.00
rick-24.csv.txt,1,172,13.13,75.74,89.38,1.82,6.14,11.05,85.47,51.74,26.16,18.60,9.30,0.58,5.81,0.00,2.91,7.56,4.07,9.88,12.21,8.14,1.74,2.33,28.49,4.65,0.58,2.91,0.00,1.16,6.40,1.74,4.65,3.49,0.00,0.58,14.53,1.16,0.00,0.00,0.00,12.21,6.40,1.16,1.16,0.58,1.16,2.33,1.16,0.58,0.58,0.00,0.58,0.58,0.00,0.00,0.00,5.81,2.33,0.00,3.49,0.58,0.00,1.74,22.09,1.16,11.63,1.74,8.14,2.33,0.58,1.16,1.16,0.00,1.16,0.00,4.65,0.00,0.58,0.58,2.33,1.16,41.28,12.21,9.88,0.00,0.00,2.33,2.91,0.58,1.16,12.21,0.00,0.00
rick-56.csv.txt,1,139,25.39,64.06,30.77,25.77,5.15,7.19,82.73,49.64,21.58,12.95,6.47,2.16,3.60,0.72,0.00,8.63,5.76,7.91,15.83,2.16,1.44,2.88,23.74,2.88,0.72,2.88,0.72,0.00,10.07,5.04,5.04,0.00,2.88,0.00,10.07,0.00,0.72,0.00,1.44,5.76,2.88,0.00,1.44,0.72,0.00,1.44,2.16,0.72,0.72,0.72,0.00,0.00,0.00,0.00,0.00,10.07,2.88,0.72,1.44,3.60,2.16,0.00,21.58,2.88,9.35,2.16,5.76,1.44,1.44,0.00,0.00,0.00,1.44,0.00,7.91,1.44,0.00,2.88,2.88,0.00,44.60,14.39,13.67,0.00,0.00,3.60,2.88,1.44,0.00,8.63,0.00,0.00
rick-46.csv.txt,1,143,30.80,96.52,20.63,77.29,5.11,5.59,90.91,53.15,23.78,16.08,6.29,1.40,6.99,0.70,0.70,7.69,6.29,9.79,12.59,4.90,2.10,0.70,21.68,3.50,1.40,3.50,2.10,0.70,5.59,4.20,1.40,0.00,1.40,0.00,20.98,0.00,1.40,0.00,1.40,7.69,0.00,1.40,0.70,2.80,1.40,2.10,2.80,2.80,0.00,0.00,2.10,0.70,0.00,1.40,0.00,9.09,3.50,1.40,1.40,4.20,0.00,2.10,18.88,0.70,9.09,0.70,4.90,3.50,1.40,2.10,0.00,0.00,0.00,0.00,12.59,2.10,1.40,4.20,1.40,0.00,36.36,11.19,7.69,0.00,0.00,4.20,4.90,0.70,0.00,7.69,0.00,0.00
rick-3.csv.txt,1,209,22.39,80.53,85.21,34.05,6.53,7.66,90.43,52.63,28.71,18.66,9.09,1.44,7.18,0.96,0.00,10.05,2.39,11.96,10.05,3.35,2.39,1.44,25.36,3.83,0.96,2.87,0.00,0.96,9.09,4.78,4.31,0.00,0.48,0.48,13.88,0.96,0.00,0.00,3.35,12.44,5.26,2.39,0.48,1.44,0.96,2.87,1.91,0.96,0.48,0.48,0.00,0.00,0.00,0.00,0.00,9.09,2.39,1.44,1.91,0.96,2.39,3.83,20.57,1.44,11.48,3.35,5.26,2.39,1.44,0.96,0.48,0.48,0.48,0.00,6.22,0.48,0.48,3.83,1.91,0.00,37.80,14.35,10.05,0.00,0.00,1.91,2.39,0.96,0.00,8.13,0.00,0.00
